,content,Emotion
7325,i can feel if they are irritated angry sad or upset,anger
7330,i feel a lovely rush of creativity and energy,love
7342,i feel a need to be admired,love
7344,i feel you ll be pleasantly surprised,surprise
7345,i can feel it when you are angry or sad,anger
7362,i feel you will be presently surprised d a href http,surprise
7365,i feel a real connection to pope francis and desire to follow the loving example he is giving us,love
7371,i feel your pain mama i am weeks with twins and everyone is amazed i made it this far since so many women do not,surprise
7372,i feel your prick every night when you re dreaming about me and i she paused dramatically i am not impressed,surprise
7373,i feel your truth when you look at me your eyes have me enthralled,surprise
7381,i feeling amazing im losing inches left and right and my clothes look different,surprise
7382,i can feel myself getting agitated at all the constant noise chatter,anger
7383,i feeling completely overwhelmed by my circumstances but for the first time in my life i am asking questions that i have always had but have been terrified to ask,surprise
7386,i am learning daily is to take responsibility for my own hurts wounds and healing although it feels unpleasant it gets the job of moving from trauma to wholeness done,sadness
7391,i feel a sense of movement yet it is gentle,love
7406,i feels that more strange matter has no the another be because he sees of the guy of opposite computer is unexpectedly a female of rain also remember at the beginning at the beginning of the umbrella is unexpectedly and unexpectedly her sung wan,surprise
7416,i felt and feel a wash of ludicrous guilt at that as if losing track of a date meant id forgotten about her,surprise
7429,i feel a tender and still tentative unfurling of innocent desire towards my mate,love
7438,i feel a tender part of that cloud of witnesses that encompasses the sceptred isle and any place else with a prayerbook,love
7438,i felt like i was even taking in more nicotine that usual and it was making me feel funny,surprise
7444,i could help but feel deeply doubtful about my decision to come to india,fear
7448,i felt strange i checked my emotion again of feeling strange,surprise
7452,i am left feeling numb to everything around me as i slowly recover from the latest episode,sadness
7456,i am left feeling regretful uncertain and sad,sadness
7456,i can feel the cranky monster rising up to consume everyone,anger
7456,i felt this really helped the students open up to the group when it can to talking about the feelings we had brainstormed and again i was surprised and pleased with how honest the students were in their responses to questions such as when are you scared,surprise
7457,i felt to be spiritually sensitive had written pastor cymbala i feel impressed that we should stop the meeting and all pray for your daughter,surprise
7464,i feel about bell personally my sympathies go out to him and their beloved cats,love
7469,i am left feeling unimportant unheard unvalidated,sadness
7474,i can feel the neighbours getting mad,anger
7492,i could not only do but not feel intimidated or discouraged from doing,fear
7501,i feel about men in a romantic sense has a lot more to do with how i feel about myself than how i feel about them,love
7508,i could pursue my masters degree but as of now i just feel like im in a strange state of limbo,fear
7515,i find that in the moments that i am willing to go out and try to feel something is when i feel the most amazed,surprise
7524,i feel about myself ive been sort of faithful in supporting the huddle but i feel like ive done so sooo little in playing the game,love
7524,i finish the day feeling overwhelmed by paperwork notes to write labs to follow up patients to call and i get home drained and knowing i have to do it all over again the next day,surprise
7527,i finished it and i was painting by feel i was surprised at how well it turned out when i got a look the next morning,surprise
7528,i finished it feeling amazing,surprise
7531,i finished my epic recap and shook feeling back into my fingers i was curious about how many books from last year s christmas haul i had actually managed to read,surprise
7532,i finished my semester at school and as i prayed and read my scriptures i was praying for guidance it feels like i always am and it was impressed that i needed to lift the hands that hang low,surprise
7533,i am feeling really excited about what lies ahead,joy
7538,i can go my own pace and not worry about feeling rushed because there are a lot of people,anger
7556,i can have such a negative impact on one person that even though we are now completely apart she can still feel so strongly for in such a hateful way,anger
7557,i forget that sometimes and then the universe offers me a moment where i feel overwhelmed by all of the doing that is constantly asking of me to give up my being for its accomplishment,surprise
7559,i forgive myself for accepting and allowing myself for fearing to face people s emotions and feelings and assist and support emotions and feelings by exposing the fear which is ridiculously funny,surprise
7570,i can honestly say when i start something its never intended i just try and stick up for myself or someone close to me when i feel offended,anger
7571,i found is that i wanted more i wanted to know how to feel as amazing in my house as i d felt on my mat,surprise
7580,i couldn t help but feel like i am tortured,fear
7612,i feel absolutely no attraction for you and have no romantic feelings did you not understand,love
7619,i genuinely feel like the writer of amazing grace,surprise
7624,i feel accepted and be loved,love
7630,i can manage my time well and i make sure i do everything as late as possible but without it becoming stressful or me feeling rushed,anger
7632,i get aggravated because we are running late for school and she wants to change her pants because they feel funny or when she begs me for weeks to take her to chuck e,surprise
7635,i get bored and i feel the need to play with emoticons and send you funny,surprise
7641,i get going the torture subsides and i actually feel pretty amazing,surprise
7646,i feel accepted and understood for it,love
7648,i get off feeling anything but amazing,surprise
7657,i get that feeling i just can t help but be curious to know where it is coming from,surprise
7665,i get the feeling hes not very impressed by this whole thing,surprise
7671,i couldnt resist doing something that was obviously for fun and not based on sound moral principles that i probably dont have anyway but i like to pretend i do so that i dont feel so alarmed by myself,fear
7673,i get the feeling that everyones pretty surprised that its november already,surprise
7691,i get the feeling that while i may not have impressed him with any kind of congress prowess he still enjoyed my company,surprise
7698,i can put on it without words since i just cant type on that it was so lovely this morning yes im feeling sarcastic today,anger
7701,i can rant without people listening to me and feeling annoyed,anger
7711,i get to a point where i can feel all the hours at my computer all the nights of funny sleep and all the commutes just scrunched up in my neck and shoulder muscles,surprise
7730,i go out with my friend and her other friends that i dont know i feel weird and shy when im around them,surprise
7739,i go to other people s homes and feel utterly amazed,surprise
7742,i go unnoticed whereas in mexico where i feel less of a foreigner since i grew up there i get more stares curious looks and odd questions about my origins,surprise
7744,i cut this out of a magazine years ago and have it posted somewhere in plain view currently in my bathroom so that when i am feeling insecure or sorry for myself i can read it and remind myself to keep it moving,fear
7759,i feel all kinds of tender emotional spiritual love welling up inside of me,love
7764,i decide to go with that option i feel my frantic tension melt away,fear
7778,i feel all you my loyal readers deserve more of an explanation on why i have been gone for so long and why the weekly stories came to a standstill,love
7781,i decided to do a half scaled sketch feeling too intimidated,fear
7790,i can sit next to the patio windows if i feel like it and not be bothered by the glare of harsh sunlight,anger
7797,i got rid of my locks i wake up and feel amazing,surprise
7798,i deep breathe through them sometimes cry out sometimes just feel so incredibly agitated that i don t know if i can stand it but time goes by and i don t si and i think it s starting to get a bit easier for me,fear
7799,i can spend an entire afternoon at a book store and still feel that i was rushed money spent on books is never a waste,anger
7800,i am not feeling too bad except that my ribs are aching and i have a pulled muscle in my shoulder blade region from all my excruciating hours of hacking my lungs out last night,sadness
7812,i feel an obligation to acknowledge that while i liked this novel i didnt love it the way i love the english patient,love
7837,i delve into these kind of posts but ive been feeling a little weird about blogging recently so i thought i put a bigger spin of me on here,fear
7851,i desperately want to get loose of my feeling for someone who couldnt love me back more than as a friend because he was so uptight with his ex girlfriend which now his girlfriend again,fear
7859,i feel and what i want to do so that i can break it to my parents in the most caring way that is least likely to get my ass kicked only verbally of course but i m really not sure that s better,love
7860,i feel and would be loyal and when he says he wants to see a movie with me then thats what he will do see it with me,love
7862,i can t even articulate why except it feels dangerous and i won t do it,anger
7863,i am not in any way asking you to lie or share opinions about pni that you don t personally feel if you read the book and hated it go ahead and post your review to that effect on amazon or anywhere else,sadness
7875,i guess i must have been running low on faith because it all just didnt seem possible which is why im still feeling shocked that it all came together according to gods plan,surprise
7893,i guess it just feels weird and uncomfortable sharing personal details about my life to people who i think will leave me in the end,surprise
7898,i am feeling so welcomed and happy at the new position,joy
7900,i did feel a little alarmed by this,fear
7904,i guess its because were close to the same age and even though im a few years younger i feel like i am going through now what you went through when you wrote it and its just amazing because its like someone is now with me feeling what im feeling,surprise
7920,i guess thats how i feel now with all of my friends so i dont know why im surprised,surprise
7924,i feel as if i am a caring person,love
7930,i did feel just how insecure i was today simply cause i didn t know any better,fear
7934,i had a bad feeling about him he had charlie enthralled,surprise
7951,i had a feeling inside that i was funny,surprise
7953,i feel as if i m generous,love
7968,i had a feeling these hunters had a strange fetish,surprise
7970,i am not sure what i feel about the ludicrous pleb gate or gate gate or toff gate affair when a government minister lost his rag with a policeman and started hurling abuse in his general direction allegedly calling him amongst other things a pleb,sadness
7971,i had a feeling we would see more of hadrian and im not surprised that i enjoyed him even more in this installment i would have loved to read more about him,surprise
7973,i had a gut feeling that i wouldnt be impressed,surprise
7974,i had a hard time focusing on my life and walked around feeling dazed and confused,surprise
7983,i can t help it but feel so aggravated by this,anger
7989,i had a very shaken feeling that night and i remember talking to lesley and being almost stunned at the news,surprise
7995,i feel as if this opportunity to return to moz is gods gracious gracious way of giving me that heat desire despite my own self doubt and uncertainty in the past,love
7996,i had been doing took a toll on the calf of my left leg which started feeling weird and aching,surprise
7998,i can t keep feeling this way about myself and my body because it is a vicious cycle,anger
8012,i had been feeling weird all week moody and annoyed,surprise
8017,i feel as passionately about hot beverages as i do about crafts,love
8026,i had heard a lot of buzz about the series of books and all the hype had succeeded in leaving me feeling frankly curious,surprise
8027,i am feeling super productive as my beautiful flower girl has the perfect dress now,joy
8042,i feel as though i am putting beloved children to bed for a long winter rest,love
8047,i did not feel sadness i did not feel frightened i was incredibly happy,fear
8047,i had never felt such an overwhelming feeling of love and appreciation to have these amazing people be a part of my life,surprise
8049,i feel as though i have been accepted into the blogging community,love
8051,i did not feel scared or sad,fear
8056,i can t understand about your feeling neither dissapointed nor mad at you,anger
8057,i am now feeling the onset of an unpleasant sort of tourist panic,sadness
8059,i did not feel the strange feeling of the air thickening in the house,fear
8064,i can take now in order to feel like i m making progress towards not feeling so stressed,anger
8066,i can take some when im feeling stressed or like im getting ready to have tremors,anger
8066,i feel as though i need a topic to write about on here because i hate neglecting my beloved little blog,love
8069,i can talk to so i cant imagine how he feels when i have to come to him and go bitchy bitch about someone elses bitching,anger
8070,i did not hate high school and remembering those times doesnt make me feel tortured or anything but man when i was i was a piece of work,fear
8083,i had the most amazing nights sleep ever and woke up feeling amazing as a year old,surprise
8084,i am feeling thankful for the experience i am having here and decided to make a list of things i am thankful for,joy
8085,i had this feeling come over me and usually i revel in it i m actually quite impressed with myself that i sound so coherent about something that i can t think about sometimes let alone talk to someone else about it,surprise
8104,i can totally relate to the anxiety youre feeling because i hated modulen at first and hate drinking ensure but as its your first day all you need to do is get into a routine that works for you,anger
8105,i feel as though my feelings are a result of caring too much yet being powerless to change anything,love
8111,i hadnt ate a real meal all day just junk food my tooth was feeling funny tonight,surprise
8124,i did this weird thing where i let other people read my work which was nerve wracking and vulnerability causing which i suppose could seem surprising since i m blogging about feeling vulnerable right now as if i have absolutely no filters or sense of shame,fear
8130,i hate how they are sometimes and they do exasperate me more than i could ever be exasperated here but why do i still feel most at ease amongst those strange chaotic violent corrupt yet curiously happy creatures,surprise
8133,i hate knowing that i have minutes to feel amazed before getting back on a bus,surprise
8136,i hate sleeping with a pad on because i feel like i will be surprised in the morning,surprise
8139,i didn t feel nervous at all,fear
8144,i didn t feel no pain so i was still skeptical about how bad it could be,fear
8149,i cant acknowledge them without feeling like the grumpy old bastard turn that rap shit down or uncle merv deviant perv when did she grow them,anger
8154,i am one of them people that have a big heart and cant really be mean to people because i feel bad when i am but does that give people the right to be mean to me,sadness
8155,i didn t enjoy and it made me feel extremely unsure and lousy and alone for a long time,fear
8158,i have a cold but i no longer feel overwhelmed and by the end of this week i should be very well rested,surprise
8160,i feel at times too little information was divulged about the vampire aspect mauro edwidge i really liked unnatural one of the first gay novels ive read that i loved,love
8165,i am only having day a week where i am feeling depressed or seriously anxious,sadness
8166,i feel b fond f t s n h s self conscious,love
8167,i feel b fond f a sell out i feel lame i feel b fond f a guy i w ld m k fun f h d,love
8168,i have a feeling eno sings theyre in lockers theyre in schools rather than theyre rockers or the ludicrous pair of knockers,surprise
8169,i have a feeling even barack obama is surprised by how much he has been able to accomplish in tearing america down in less than six years,surprise
8184,i didn t feel at all nervous about it,fear
8187,i am feeling this very strong pull to just side step the first and second tiers and go straight to the third tier,joy
8188,i feel badly that i didnt reply to your suggestions about meeting face to face nor to your gracious offer of hospitality if im ever in the cincinnati area or can arrange to get there,love
8190,i have a feeling i say that every year but every year i m perpetually surprised by how quickly the holidays sneak up on me,surprise
8198,i have a feeling im going to be surprised at the amount of junk i eat,surprise
8207,i have a feeling kanye was eventually going to put this out and although im extremely impressed with the piece i would have preferred to wait for kanyes own,surprise
8218,i cant explain how im feeling and if i were to tell you you would think im mad,anger
8218,i didn t feel nervous or vulnerable until the first reviews started coming out,fear
8222,i have a feeling people are very surprised that i speak japanese and were confused at first as to where i was from and were wondering if i was japanese,surprise
8224,i cant feel anything any longer any hammer retreats with a violent ringing sound leaving no mark,anger
8224,i feel blessed a href http onlyastrangeronce,love
8229,i have a feeling she s actually bi or was just curious,surprise
8231,i have a feeling that a second viewing might change my mind i was dazed on turkey and up past my bedtime the first time around,surprise
8233,i feel blessed and grateful today,love
8240,i have a feeling that i do this purely because i do not accept myself fully and therefore need to observe another person apart from myself feel impressed that i display such a skill,surprise
8242,i feel blessed and safe that nothing to terrible happened regarding the storms,love
8243,i have a feeling that if lehman brothers was lehman brothers and sisters they might still be around i am not surprised either,surprise
8250,i have a feeling that many of us were surprised to see it coming and a bit more realism on stanford s part during the early years might be useful,surprise
8265,i have a feeling that people are kind of overwhelmed by all of it and that s not the focus of this post,surprise
8271,i feel blessed everyday for our little man and love to watch him grow,love
8274,i didn t know whether to feel complimented or frightened,fear
8278,i have a feeling that was supposed to be funny but have no idea what you mean but i m going to laugh anyways so that i don t feel awkward courtesy laugh kind of way,surprise
8279,i have a feeling that we will be surprised with unexpected flowers though,surprise
8282,i have a feeling that will change our viewpoints and i m curious to observe the progression,surprise
8297,i feel blessed that he chose me to be the mother of his children because we make some damn good looking kids,love
8297,i have a feeling theyll have to upload a bit but ive been pleasantly surprised by how many songs i was able to just select without uploading,surprise
8299,i have a feeling this is going to be a christmas to remember with the way the munchkin was so enthralled by all things holiday,surprise
8313,i have a feeling we will be surprised by the organic growth and development in the coming months,surprise
8318,i feel blessed that im still alive,love
8320,i have a feeling you will be pleasantly surprised,surprise
8324,i didnt care what i said i could just walk into a room and everyone would see me and i wouldnt feel so bashful,fear
8341,i didnt even speak to her but at least if she were here i wouldnt have to feel so terrified of the slightest noise i heard,fear
8349,i feel blessed to be able to give joy to a child in need,love
8352,i cant help but feel like ive fucked this up somehow,anger
8353,i didnt feel afraid even know i knew i was not at home and believed i was on a spaceship,fear
8353,i have a surge of affection sometimes i just feel curious sometimes i feel sad in a way thats difficult to verbalize,surprise
8358,i cant help but feel really aggravated and upset with what is happening now,anger
8362,i didnt feel anxious at all about being home alone for the first time today,fear
8363,i am really hurt and i feel unimportant and that sucks,sadness
8364,i am feeling very excited and i am no darn good at keeping things i am excited about to myself or because i am feeling that i need to just push forward and make myself tow the line which i will have to do if i start this ball rolling,joy
8370,i didnt feel as distraught as i should have,fear
8371,i have always thought about how i was feeling in that moment how traumatized and shocked i was at hearing my mothers voice from the doorway,surprise
8376,i have an mri tomorrow afternoon because she feels something funny in the area of the fracture,surprise
8381,i have been asking myself some difficult questions in an attempt to understand why i feel this strange push and pull between different aspects of my life,surprise
8382,i didnt feel at all timid about walking down the th street mall to my car by myself,fear
8388,i didnt feel frantic once,fear
8389,i feel blessed to have been chosen to be part of this great opportunity,love
8404,i feel blessed to have had years with him and i am thankful for all i learned from him,love
8416,i have been feeling overwhelmed with my financial situation and trying to juggle school work and personal life which at this point is none existing,surprise
8420,i have been feeling really overwhelmed and like i am constantly juggling and doing things for everyone else and nothing for myself,surprise
8425,i didnt feel like i could talk to them about things easily and they really just intimidated me to no end,fear
8427,i have been feeling so strange lately,surprise
8428,i have been feeling some palpitations lately and i guess i shouldn t be surprised since i am out of shape and my heart is having to work a lot harder,surprise
8441,i feel blessed to have you in my life,love
8449,i cant help it but to feel offended when people responded wow so expensive,anger
8449,i didnt feel pressured by anybody when i drove grandma slow,fear
8450,i feel blessed to not be rich and to not own a house,love
8451,i have been looking at the red dragon and feeling ever impressed with my self,surprise
8455,i have been on the diet and i have tried some dairy cows milk as well and it gives me symptons of nausea emotional upsets usually anger rage feelings i know this seems weird but it is something i have noticed and acne,surprise
8457,i have been reaching for this a lot it is light nourishing and leaves my skin feeling amazing in the morning,surprise
8458,i didnt feel pressured to move out of the way or get a move on,fear
8466,i have been there what did i feel is shocked,surprise
8469,i have been unwilling to sacrifice my integrity to win the game but then i feel shocked and upset when the other players dont uphold the same ideal,surprise
8473,i feel brand c isnt sweet because i ate the much sweeter brand a before c,love
8485,i feel but shes relentlessly supportive of me which is probably what i need now,love
8490,i feel called to be faithful,love
8497,i have felt things for you i did not think i could ever feel come to me and i will forever be your suriyan a stunned silence fell on the dark musty room,surprise
8505,i didnt feel the two shots and the biopsy just felt like an uncomfortable pressure but afterwards i definitely felt the cramping on and off for about twelve hours,fear
8505,i have found the amazing freedom associated with letting myself feel and process what i need to and with that comes amazing lightness in my life,surprise
8515,i have got to the stage where going to the doctors has become psychologically stressful because i cant shake the feeling they all think im a hysterically funny hypochondriac despite things like mra scans proving that i did slip discs and that my airways are fucked etc,surprise
8522,i am feeling very productive d was yours a busy one around the home,joy
8526,i am sick of feeling ashamed for being attracted to a murder,sadness
8528,i feel compassion empathy and caring for those who are brave enough to stand up to their past,love
8534,i have hours of free time spent sleeping and feeling overwhelmed,surprise
8536,i feel compassionate about the ones with real needs like an old widow with heart disease and no pension,love
8563,i feel compassionate towards my dads pain,love
8564,i cant sit for more than about minutes w o feeling like im being tortured,anger
8572,i didnt know her but i felt compelled to do something as such a tragedy leaves us feeling so helpless,fear
8584,i have never imagined feeling that enthralled upon discovering a babyseed growing in me,surprise
8588,i feel convenience for loyal readers must be a priority which is why the feeds are now fully open,love
8596,i cant thing of a single thing that really makes me unhappy and yet i feel so dissatisfied so tired and wrought so goddamned aimless,anger
8632,i have readers of various ages i will start by saying that it feels amazing to know so many of you enjoyed my day blog challenge about the single life,surprise
8636,i have returned to eating mostly how my midwest ancestors ate eggs for breakfast bagel thin on the side turkey and cheese on my salad for lunch chicken and a heaping side of veggies for dinner i feel amazing,surprise
8638,i didnt want to be judged not when i was already feeling so vulnerable,fear
8639,i am so grateful for my moment of clarity but yet i do feel sad about losing my baptist boy of today,sadness
8650,i feel devoted to study and to ceaseless a href http bosaale,love
8651,i didnt want to seem ungrateful or unhappy to be alive but i couldnt shake feeling confused and almost guilty at times for being here when you were not,fear
8655,i have spent feeling shocked or sad i have also felt a little bit of joy,surprise
8656,i cannot help but feel jealous of that girl in his video,anger
8656,i feel disrespected as if those of us who are so loyal to our relationships simply do not matter,love
8663,i cannot help but feel somewhat insulted by all of this,anger
8665,i have such an amazing mum and dad who have been married for years and my sisters always made me feel like i was amazing,surprise
8669,i dig down a little a lot of times it me feeling scared,fear
8673,i feel echoes of stein s tender buttons in benson s leaps the beautiful human asymmetry in her metaphorical logic,love
8682,i have the pleasure of working with made me feel any less because i m a writer and editor if anything i ve been pleasantly surprised by the level of respect they have for what i do,surprise
8684,i am fighting any way i can and feel joyful i am writing newspapers making phone calls and donating and i am working on doing more,joy
8694,i am finally back in the game now and it feels wonderful,joy
8694,i am so so so so so so so so so so sorry that i ever made you feel unimportant or unappreciated,sadness
8702,i have to admit i do have this odd feeling that he will turn up and yet i know that is absolutely ludicrous,surprise
8713,i have to be on the record and share the fact that i have been feeling weird,surprise
8724,i have to push the reeds out of my path feeling like a curious child rounding a corner,surprise
8731,i have to say i m feeling pretty damn impressed with myself something which doesn t happen a great deal when it comes to taking a disciplined approach to writing,surprise
8733,i feel every loyal woman deserves her dream man but she may not have him yet because she s holding back her inner queen,love
8733,i have to say im feeling overwhelmed,surprise
8734,i have to say it feels absolutely amazing,surprise
8736,i have to say just the experience of signing up for the race made me feel amazing,surprise
8737,i do decide to dip my toe in another genre it feels a little strange which is the case with my recent project,fear
8738,i feel every time he talks to me in his sweet soft spoken manner the way his manly voice travels into my ears,love
8741,i am finally starting to feel rib kicks and they arent pleasant,joy
8742,i have to tell you i feel amazing,surprise
8751,i do feel a bit fearful that he might be feeling stressed to be drinking so much,fear
8754,i am finding other ways to feel entertained protected attractive comfortable,joy
8759,i have waffled back and forth between watching the other maf women here doing their thing and feeling amazed and sometimes envious,surprise
8773,i haven t had short hair in a long time and am feeling curious,surprise
8777,i catch myself just being whiny about the weather just because im feeling grouchy and the weather is something easy to bitch about,anger
8785,i caught myself feeling more irritated and sad,anger
8785,i havent been in control of the way i eat for almost a year and being back in control feels amazing,surprise
8791,i havent even painted my nails in weeks which normally feels weird but those last couple of days i did not really care about my nails and i guess a break from nail polish remover doesnt hurt either,surprise
8797,i am fortunate to feel happy with the life that the texan and i are creating together,joy
8798,i do feel agitated restless or on edge quite often,fear
8799,i do feel alarmed and i start to sing a hymn to calm me,fear
8799,i havent of course told her how i truly feel personally i didnt want to have anything to do with her for years and then i got curious,surprise
8815,i hear other people express things like this and always feel really impressed that their anger fuels them to keep going and to strive harder,surprise
8836,i feel fond of the ufc and the fans always debate over who is the better organization but as a fighter representing ufc i think ufc has the better fighters,love
8840,i feel fond toward though they may not realize it,love
8854,i clearly understand that im in a bitter mode i feel envious towards others i feel shame for myself to be not able to do things i wanted to do and being a fail in having ideas but unable to execute it,anger
8855,i feel for every person that is supporting me on this journey,love
8859,i am starting to feel disillusioned with is the fact that my boss frequently tells everyone how great it is to have us on the team,sadness
8859,i feel for halloween i would like to have a slutty costume,love
8872,i feel for him whenever he would show his loving yet somewhat lonely side i got you nolan,love
8876,i feel for jamie lynn and her situation says cysouw who has been supporting her over the phone from edmonton,love
8879,i hope that as we continue having this conversation well all feel impressed to monitor our emotions,surprise
8885,i am glad that i waited until my contractions were painful so at least i know what painful contractions feel like but i am so glad that i didnt have to endure them for long,joy
8890,i hope women have a laugh feel a bit shocked but most importantly leave feeling proud to be a woman,surprise
8895,i come to when i feel like the world has gone mad,anger
8904,i do feel strange about preferring to go to my spin community rather than my lutheran community,fear
8917,i immediately feel at peace its funny how just seeing a particular place can be comforting,surprise
8924,i indicated then i was feeling quite overwhelmed with work responsibilities teaching traveling and writing,surprise
8926,i feel for thomas at the moment because he is so devoted to wizard,love
8929,i completed this story feeling angered at the lack of justice and simply not understanding why frances would go through the trouble of purchasing a grave marker for brodens unmarked grave,anger
8938,i do feel unprotected and alone,fear
8957,i do find myself feeling anxious seeing what everyone else is doing and feeling that i am not up to part with my peers and or i am stagnate,fear
8976,i am going to learn how to do cryptic crosswords so that i feel smart and accomplished,joy
8979,i just feel dazed a lot lately even dizzy at times but i cant fall asleep,surprise
8994,i just feel impressed how big the world is and this makes me dreaming of crossing other places for which i only heard or read,surprise
8999,i do i feel shaky and unbalanced,fear
9004,i continue doing my way and ignore what you say which feels rude or i abandon my perfectly good plan just to try to make you happy,anger
9013,i continued to feel cranky and kind of depressed about my inability to perform on stage the one time when it counts until the next afternoon,anger
9018,i do know i have been feeling a weird sense of disease,fear
9025,i just feel overwhelmed whenever i log into my account because im bombarded by tweets,surprise
9034,i just feel shocked shaken and sad,surprise
9035,i just feel shocked encoding utf locale en us isprivate false ismobile false mobileclass isprivateblog false languagedirection ltr feedlinks link rel alternate type application atom xml title half baked cookies,surprise
9036,i am still here i am not dead yet but these things can not be said without feeling humiliated,sadness
9040,i do love my job but now after so many years and the constant increasing of activities my body feels more reluctant to adjust and recover and i have discovered my passion so creating is like a legal drug to me i need to create or i start to lose my balance,fear
9041,i feel grace with the gentle touch of my sons hand,love
9046,i could be exaggerating because i feel wronged and want to validate my emotions that are more or less irrational,anger
9049,i just feel so overwhelmed and i really just want to stop doing everything and take a break,surprise
9050,i just feel so overwhelmed by the feeling of balance that i just,surprise
9058,i just feel so stunned,surprise
9059,i could choose how i wanted to feel i could choose to be angry sad bitter or any other negative emotion or i could choose to find the good and the hope and the joy that even if i had to look really hard was sure to be there,anger
9072,i am still tired but i don t feel as lethargic,sadness
9073,i just feel they re impressed because their team always lacked resources and they didn t see such good work before around them,surprise
9078,i could drink normally and feeling resentful and of thinking how the fuck can i do this forever and toying with thoughts of if it would really be such a big deal if i drank again,anger
9079,i am guessing you are busy with saving the animals i will await your reply a while longer before moving onto discover other needy organisations i feel are valuable in the fight against animal cruelty,joy
9081,i feel hate for all of that hypocrite sweet talker drama queen and old rules,love
9086,i feel he adores me and gives me sooo much attention and is very affectionate when we re together,love
9087,i just feel weird that her daughter is and im and shes probably smarter than i am,surprise
9095,i could feel all of his sadness and anger flow into me like violent waves crashing into the sea,anger
9097,i am strong enough not to feel disturbed or frightened by your words and behaviour,sadness
9099,i just glance at the cubs lineup i feel somewhat impressed that it is a good lineup,surprise
9100,i am happy and i feel that this precious time is certainly passing by,joy
9110,i just had this feeling that it would work sounds weird i know but i just felt like she was gonna get it she was gonna figure it out,surprise
9111,i just had to feel dazed and i wanted to go home,surprise
9118,i feel hes being faithful to the emotions of the songs while at the same time turning them into his own in his own inimitable style,love
9119,i just have to feel joy and be in the presence of a friend with an amazing camera,surprise
9123,i do not feel threatened by this in the least,fear
9131,i just know how i feel kame impressed me already in tokyo so in osaka i could further admire him,surprise
9139,i feel her gentle words tickle my ears as she whispers love,love
9156,i do not know what lies ahead for me and i feel alarmed,fear
9157,i just really miss that feeling of being so enthralled with god that it is all you talk about,surprise
9163,i just remember feeling shocked and terrified,surprise
9165,i am having a bad day or not feeling cute,joy
9165,i just remember feeling very impressed,surprise
9171,i do not like to feel pressured into speaking but neither do i like to feel pressured to be silent that is not a dig at twittersilence by the way but at the motives of the cons who caused this with their abuse of people speaking,fear
9171,i just sat there for a few minutes feeling a bit stunned,surprise
9182,i just started using them the end of june and i just love the feeling they feel under my eyes and the amazing job they do de puffing and clearing my dark under eye circles it s a little miracle product,surprise
9184,i do not tend to casually discuss my faith or anything related to my religion because i do not want to make anyone feel uncomfortable primarily but also because i believe my being a christian should be reflected in the way i live my life,fear
9189,i feel his gentle kisses upon my forehead and other places,love
9202,i do not want mediation because i feel intimidated by him,fear
9208,i keep expecting something different and end up feeling surprised when i feel all the things that people tell me i will feel all along,surprise
9211,i am here i am feeling the most accepted i have ever felt in my own country,joy
9216,i feel his tender arms around my shoulders as he walks with me and i look at him for a moment the madness stops and i notice his kind brown eyes and it s all played out in front of me the hopeless possibility of it all,love
9219,i keep getting to these milestones and sitting back feeling stunned as i turn it over in my head,surprise
9220,i keep looking at them and they make me feel kinda strange but a good strange you know,surprise
9226,i feel hopelessly devoted to you,love
9231,i feel horny a class arialblue href chat,love
9237,i kept reminding myself i have no rights as to feel what i felt that day shocked and hurt,surprise
9248,i kind of feel a bit amazed that she would be interested in me,surprise
9249,i am honored beyond words by their gratitude and thrilled every day of my life to have helped women shift their feelings about themselves toward the positive,joy
9250,i could feel the cold of the thing radiating towards me i braced my legs against the wall and heedless of the pain shoved with all my might until the boulder tumbled from the ledge and shattered the wendigo like a sledgehammer on a block of ice,anger
9251,i feel horny and the only thing i want to do is wank,love
9252,i feel horny and trife so polite you might make me your wife i ain t right the way i m livin my life see how i am when you turn off da lights,love
9257,i do start to build a friendship then trust issues begin to rise if they respond or act in a way i feel threatened,fear
9257,i feel horny at the moment,love
9262,i feel horny during my period,love
9271,i could feel the poisoned hateful angry buildup leaving and it made me feel lighter,anger
9279,i am hoping this time that there will be something to fix in my labs that makes me feel more energetic and helps out my brain,joy
9280,i could feel the vile moth burrowing its way into my brain seeking my brain as a means to control and enslave me just as those nasty bug things did to chekov in star trek the wrath of khan,anger
9280,i knew i was going to hear the music at the concert i hadnt assumed that id recognise it or have any particularly warm feelings towards it so i was quite surprised by how at home i was with it,surprise
9284,i feel horny right at this moment,love
9297,i know a part of that comes from the pride and joy any parent feels towards their kids but there s another part that comes from really just being amazed by what they do and how they attack life,surprise
9300,i feel horny,love
9317,i am the one who created the pressure to myself and make myself feel miserable by comparing myself with common sense,sadness
9326,i do with j i feel completely myself with them instead of feeling intimidated or nervous,fear
9337,i doesnt even feel so very frightened as she watches the dot inch down just closes her eyes and waits for the end to come,fear
9337,i know i deserve this feeling but i still can not help but be amazed by how wonderful something so simple feels,surprise
9340,i know i have an international audience but even now i feel pleasantly shocked that i can reach certain parts of the world,surprise
9347,i know i m feeling really weird because it s like i am completely fucked,surprise
9355,i feel hot tears stream down my battered and beaten face,love
9359,i know i will be soon enough but it still just feels weird that i m not joining in,surprise
9366,i know im way knowledgeable now i feel like i am in such an amazing stage of life,surprise
